,Course,Course Title,School,School Code,Department Name,Course Subject,Course Number,Average GPA,Total Grades,Level,Weeder,weeded%,Easy A,A%
1419,PHYSICS 236,Physics for the Life Sciences Laboratory II,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,236,3.5688559322033893,1416,200.0,False,0.14124293785310735,False,56.355932203389834
1420,PHYSICS 240,General Physics II,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,240,3.0431461810824487,1977,200.0,True,6.727364693980779,False,38.998482549317146
1421,PHYSICS 241,Elementary Laboratory II,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,241,3.507043603258266,2087,200.0,False,0.4791566842357451,False,53.521801629132725
1422,PHYSICS 260,Honors Physics II,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,260,3.4806818181818184,88,200.0,False,2.272727272727273,False,64.77272727272727
1423,PHYSICS 261,Honors Electricity and Magnetism Lab,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,261,3.673529411764706,68,200.0,False,0.0,False,75.0
1424,PHYSICS 288,Physics of Music,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,288,3.527368421052632,190,200.0,False,3.684210526315789,False,69.47368421052632
1425,PHYSICS 340,"Waves, Heat, and Light","Literature, Science & the Arts",LSA,Physics Department,PHYSICS,340,3.0766666666666667,240,300.0,False,7.5,False,33.33333333333333
1426,PHYSICS 351,Methods of Theoretical Physics I,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,351,3.05875,160,300.0,False,8.125,False,29.375
1427,PHYSICS 360,Honors Physics III,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,360,3.5578947368421057,76,300.0,False,0.0,False,64.47368421052632
1428,PHYSICS 390,Introduction to Modern Physics,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,390,3.3198380566801613,247,300.0,False,1.6194331983805668,False,46.15384615384615
1429,PHYSICS 391,Introduction to Modern Physics Lab,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,391,3.617529880478087,251,300.0,False,1.9920318725099602,False,72.90836653386454
1430,PHYSICS 401,Intermediate Mechanics,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,401,3.2840236686390534,169,400.0,False,4.142011834319527,False,50.887573964497044
1431,PHYSICS 405,Intermediate Electricity and Magnetism,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,405,3.3082758620689656,145,400.0,False,6.896551724137931,False,50.3448275862069
1432,PHYSICS 406,Statistical and Thermal Physics,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,406,3.49375,80,400.0,False,2.5,False,62.5
1433,PHYSICS 411,Intro Comp Physics,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,411,3.475324675324675,77,400.0,False,2.5974025974025974,False,62.33766233766234
1434,PHYSICS 420,Physics for Educators,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,420,3.697435897435898,39,400.0,False,0.0,False,76.92307692307693
1435,PHYSICS 441,Advanced Laboratory I,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,441,3.60625,80,400.0,False,0.0,False,65.0
1436,PHYSICS 453,Quantum Mechanics,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,453,3.50248447204969,161,400.0,False,1.8633540372670807,False,60.24844720496895
1437,PHYSICS 460,Quantum Mechanics II,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,460,3.5558139534883715,43,400.0,False,0.0,False,53.48837209302325
1438,PHYSICS 505,Electricity and Magnetism I,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,505,3.3729411764705888,85,500.0,False,0.0,False,40.0
1439,PHYSICS 506,Electricity and Magnetism II,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,506,3.417567567567567,74,500.0,False,0.0,False,40.54054054054054
1440,PHYSICS 510,Statistical Physics I,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,510,3.888888888888889,90,500.0,False,0.0,True,92.22222222222223
1441,PHYSICS 512,Advanced Quantum Mechanics II,"Literature, Science & the Arts",LSA,Physics Department,PHYSICS,512,3.436666666666667,30,500.0,False,0.0,False,50.0
1442,PIANO 111,Performance,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",PIANO,111,3.6978494623655913,93,100.0,False,0.0,False,75.26881720430107
1443,PIANO 112,Performance,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",PIANO,112,3.6516949152542364,118,100.0,False,0.847457627118644,False,70.33898305084746
1444,PIANO 150,Performance,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",PIANO,150,3.9795454545454545,220,100.0,False,0.0,True,100.0
1445,POLSCI 101,Introduction to Political Theory,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,101,3.5359918200408997,978,100.0,False,0.6134969325153374,False,58.58895705521472
1446,POLSCI 111,Introduction to American Politics,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,111,3.339467005076142,788,100.0,False,2.4111675126903553,False,47.08121827411168
1447,POLSCI 140,Introduction to Comparative Politics,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,140,3.448154657293497,569,100.0,False,1.9332161687170473,False,57.46924428822495
1448,POLSCI 160,Introduction to World Politics,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,160,3.1866369710467706,898,100.0,False,2.6726057906458798,False,33.96436525612472
1449,POLSCI 300,Quantitative Empirical Methods of Political Science,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,300,3.611711711711712,111,300.0,False,2.7027027027027026,False,76.57657657657657
1450,POLSCI 302,Development of Political Thought: Modern and Recent,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,302,3.126530612244898,98,300.0,False,8.16326530612245,False,36.734693877551024
1451,POLSCI 306,American Political Thought: Early,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,306,3.541007194244605,139,300.0,False,2.158273381294964,False,63.30935251798561
1452,POLSCI 307,American Political Thought: Late,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,307,3.580821917808219,146,300.0,False,1.36986301369863,False,70.54794520547945
1453,POLSCI 309,Theoretical Perspectives on Environmental Change,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,309,3.8475,40,300.0,False,0.0,False,82.5
1454,POLSCI 311,American Political Processes,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,311,3.598684210526316,76,300.0,False,0.0,False,69.73684210526315
1455,POLSCI 312,"Persuasive Politics: Voters, Campaigns and Communication Strategies","Literature, Science & the Arts",LSA,Political Science Department,POLSCI,312,3.569387755102041,294,300.0,False,0.6802721088435374,False,64.96598639455783
1456,POLSCI 316,History of Law and Social Justice,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,316,3.690506329113924,158,300.0,False,1.2658227848101267,False,79.74683544303798
1457,POLSCI 317,Constitutional Law: Cases and Controversies,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,317,3.825531914893617,235,300.0,False,0.425531914893617,False,89.7872340425532
1458,POLSCI 318,Am Constitution Pol,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,318,3.515555555555555,90,300.0,False,0.0,False,58.88888888888889
1459,POLSCI 319,The Politics of Civil Liberties and Civil Rights,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,319,3.1062499999999997,96,300.0,False,3.125,False,20.833333333333336
1460,POLSCI 320,The American Chief Executive,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,320,3.452083333333333,144,300.0,False,4.166666666666666,False,61.111111111111114
1461,POLSCI 324,Black Americans and the Political System,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,324,3.131081081081082,74,300.0,False,4.054054054054054,False,39.189189189189186
1462,POLSCI 326,American State Government,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,326,3.55531914893617,47,300.0,False,0.0,False,63.829787234042556
1463,POLSCI 329,Seminar in Urban Analysis,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,329,3.233613445378151,119,300.0,False,2.5210084033613445,False,41.17647058823529
1464,POLSCI 331,Environmental Public Opinion Analysis,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,331,3.8911764705882357,34,300.0,False,0.0,True,91.17647058823529
1465,POLSCI 332,The Politics of America's Economic Inequality,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,332,3.6307692307692307,78,300.0,False,0.0,False,64.1025641025641
1466,POLSCI 334,Communism and Capitalism in Eastern Europe,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,334,3.610169491525424,59,300.0,False,0.0,False,69.49152542372882
1467,POLSCI 336,Energy Politics,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,336,3.5162790697674415,43,300.0,False,0.0,False,60.46511627906976
1468,POLSCI 337,State and Market in Contemporary China,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,337,3.785333333333334,75,300.0,False,1.3333333333333335,False,85.33333333333334
1469,POLSCI 339,China's Evolution Under Communism,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,339,3.3543859649122805,57,300.0,False,5.263157894736842,False,54.385964912280706
1470,POLSCI 340,Govt&Pol-West Eur,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,340,3.3923913043478264,92,300.0,False,1.0869565217391304,False,44.565217391304344
1471,POLSCI 348,Political Economy of Development,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,348,3.4978494623655916,93,300.0,False,3.225806451612903,False,55.91397849462365
1472,POLSCI 353,The Arab-Israeli Conflict,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,353,3.611888111888112,143,300.0,False,0.0,False,70.62937062937063
1473,POLSCI 354,Governments and Politics of Southeast Asia,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,354,3.5347222222222228,72,300.0,False,8.333333333333332,False,77.77777777777779
1474,POLSCI 355,Democracy and Development in Africa,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,355,2.914563106796116,103,300.0,False,10.679611650485436,False,27.184466019417474
1475,POLSCI 368,Modern Warfare,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,368,3.530555555555556,72,300.0,False,1.3888888888888888,False,65.27777777777779
1476,POLSCI 369,Politics of International Economic Relations,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,369,3.4747093023255813,344,300.0,False,1.4534883720930232,False,57.55813953488372
1477,POLSCI 371,Amer Forgn Pol Proc,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,371,3.2298507462686574,67,300.0,False,1.4925373134328357,False,34.32835820895522
1478,POLSCI 372,International Security Affairs,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,372,3.363793103448276,58,300.0,False,5.172413793103448,False,56.896551724137936
1479,POLSCI 381,Political Science Research Design,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,381,3.6363636363636367,132,300.0,False,0.7575757575757576,False,72.72727272727273
1480,POLSCI 383,Political Science Research Opportunity,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,383,3.996103896103896,154,300.0,False,0.0,True,100.0
1481,POLSCI 385,Political Science Special Topics Mini Course,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,385,3.8254237288135595,354,300.0,False,0.847457627118644,False,87.28813559322035
1482,POLSCI 386,"Sports, Politics, and Society","Literature, Science & the Arts",LSA,Political Science Department,POLSCI,386,3.3715083798882683,179,300.0,False,3.35195530726257,False,50.27932960893855
1483,POLSCI 387,Comparative Analysis of Government Institutions,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,387,3.386764705882353,68,300.0,False,0.0,False,44.11764705882353
1484,POLSCI 389,Topics in Contemporary Political Science,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,389,3.5503375843961,1333,300.0,False,1.72543135783946,False,65.26631657914479
1485,POLSCI 391,Intro Internship,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,391,3.2993506493506497,154,300.0,False,1.2987012987012987,False,43.506493506493506
1486,POLSCI 395,"Russia and the Soviet Union: Reform, Revolution, and the Socialist Experiment","Literature, Science & the Arts",LSA,Political Science Department,POLSCI,395,3.5086021505376346,93,300.0,False,4.301075268817205,False,63.44086021505376
1487,POLSCI 396,East Central Europe,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,396,3.540909090909091,44,300.0,False,2.272727272727273,False,63.63636363636363
1488,POLSCI 401,Feminist Political Theory,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,401,3.3499999999999996,32,400.0,False,0.0,False,37.5
1489,POLSCI 402,Liberalism and Its Critics,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,402,3.289230769230769,65,400.0,False,6.153846153846154,False,53.84615384615385
1490,POLSCI 406,Democrat Theory,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,406,3.37027027027027,37,400.0,False,0.0,False,48.64864864864865
1491,POLSCI 432,Law & Public Policy,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,432,3.3000000000000007,71,400.0,False,4.225352112676056,False,50.70422535211267
1492,POLSCI 489,Advanced Topics in Contemporary Political Science,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,489,3.6302238805970153,268,400.0,False,1.1194029850746268,False,70.1492537313433
1493,POLSCI 490,Game Theory and Formal Models,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,490,3.4818181818181815,55,400.0,False,1.8181818181818181,False,54.54545454545454
1494,POLSCI 495,Undergraduate Seminar in Political Theory,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,495,3.7058823529411766,34,400.0,False,0.0,False,73.52941176470588
1495,POLSCI 496,Undergraduate Seminar in American Government and Politics,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,496,3.6058252427184465,103,400.0,False,1.9417475728155338,False,68.93203883495146
1496,POLSCI 497,Undergraduate Seminar in Comparative and Foreign Government,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,497,3.6939024390243906,82,400.0,False,0.0,False,73.17073170731707
1497,POLSCI 498,Undergraduate Seminar in International Politics,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,498,3.6947368421052627,38,400.0,False,0.0,False,73.68421052631578
1498,POLSCI 688,Selected Topics in Political Science,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,688,3.9267441860465113,86,600.0,False,0.0,True,93.02325581395348
1499,POLSCI 787,Multivariate Analys,"Literature, Science & the Arts",LSA,Political Science Department,POLSCI,787,3.7799999999999994,35,,False,0.0,False,85.71428571428571
1500,PPE 300,Introduction to Political Economy,"Literature, Science & the Arts",LSA,Philosophy Department,PPE,300,3.4572972972972975,185,300.0,False,0.5405405405405406,False,54.59459459459459
1501,PSYCH 111,Introduction to Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,111,3.4533643259114273,4087,100.0,False,3.352091999021287,False,60.092977734279415
1502,PSYCH 112,Introduction to Psychology as a Natural Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,112,3.6974732006125572,1306,100.0,False,2.679938744257274,False,80.85758039816233
1503,PSYCH 120,First-Year Seminar in Psychology as a Social Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,120,3.8600973236009737,411,100.0,False,0.48661800486618007,False,90.99756690997567
1504,PSYCH 121,First-Year Seminar in Psychology as a Natural Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,121,3.570588235294117,68,100.0,True,5.88235294117647,False,77.94117647058823
1505,PSYCH 122,Intergroup Dialogues,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,122,3.9089285714285715,168,100.0,False,0.0,True,92.85714285714286
1506,PSYCH 211,Project Outreach,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,211,3.8805668016194326,988,200.0,False,0.9109311740890688,False,92.20647773279353
1507,PSYCH 218,Sophomore Seminar in Psychology as a Social Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,218,3.9110294117647055,136,200.0,False,0.0,True,94.85294117647058
1508,PSYCH 220,"Introduction to Biopsychology, for Non-BCN or Non-Neuroscience majors","Literature, Science & the Arts",LSA,Psychology Department,PSYCH,220,3.243428571428572,175,200.0,True,7.428571428571429,False,50.28571428571429
1509,PSYCH 223,Entrepreneurial Creativity,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,223,3.945864661654135,133,200.0,False,0.0,True,98.49624060150376
1510,PSYCH 225,Psychology of Human Sexuality,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,225,2.4753926701570683,191,200.0,True,28.272251308900525,False,17.801047120418847
1511,PSYCH 226,Undergraduate Research in Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,226,3.9233333333333333,30,200.0,False,0.0,True,96.66666666666667
1512,PSYCH 230,Introduction to Behavioral Neuroscience,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,230,3.2113675213675217,1170,200.0,True,6.752136752136752,False,45.8974358974359
1513,PSYCH 240,Introduction to Cognitive Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,240,3.363346104725415,2349,200.0,False,3.7037037037037033,False,53.93784589186888
1514,PSYCH 242,Language and Human Mind,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,242,3.305102040816327,98,200.0,True,6.122448979591836,False,55.10204081632652
1515,PSYCH 250,"Adjustment

Added for Transfer Credit Conversion.  
Inactivated per Kortney Briske 1/29/02","Literature, Science & the Arts",LSA,Psychology Department,PSYCH,250,3.688551518168243,2009,200.0,False,0.6968641114982579,False,77.05326032852166
1516,PSYCH 270,Introduction to Psychopathology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,270,3.4249563699825485,1146,200.0,False,3.315881326352531,False,58.813263525305416
1517,PSYCH 280,Introduction to Social Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,280,3.646695652173913,1150,200.0,False,1.652173913043478,False,73.30434782608695
1518,PSYCH 290,Introduction to the Psychology of Personality,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,290,3.5312169312169304,378,200.0,False,1.8518518518518516,False,67.72486772486772
1519,PSYCH 291,Introduction to the Psychology of Women and Gender,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,291,3.5683673469387753,196,200.0,False,2.0408163265306123,False,66.83673469387756
1520,PSYCH 302,Research Methods in Cognitive Neuroscience,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,302,3.479723502304147,217,300.0,False,1.8433179723502304,False,62.67281105990783
1521,PSYCH 303,Research Methods in Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,303,3.588746438746439,702,300.0,False,2.9914529914529915,False,70.7977207977208
1522,PSYCH 304,Practicum in Teaching and Leading Groups,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,304,3.9161290322580644,31,300.0,False,0.0,True,93.54838709677419
1523,PSYCH 306,Project Outreach Group Leading,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,306,3.978,100,300.0,False,0.0,True,99.0
1524,PSYCH 314,Positive Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,314,3.943452380952381,168,300.0,False,0.0,True,97.61904761904762
1525,PSYCH 318,Laboratory in Community Research,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,318,2.8033333333333337,30,300.0,False,10.0,False,23.333333333333332
1526,PSYCH 326,Faculty Directed Early Research for Psychology as a Natural Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,326,3.9754340277777778,1152,300.0,False,0.08680555555555555,False,98.87152777777779
1527,PSYCH 333,Affective Neuroscience,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,333,3.85,70,300.0,False,0.0,False,88.57142857142857
1528,PSYCH 334,Neuroscience of Learning and Memory,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,334,3.5419642857142857,112,300.0,False,2.6785714285714284,False,66.96428571428571
1529,PSYCH 335,Introduction to Animal Behavior,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,335,3.320427553444181,421,300.0,False,4.275534441805226,False,53.20665083135392
1530,PSYCH 336,"Drugs of Abuse, Brain and Behavior","Literature, Science & the Arts",LSA,Psychology Department,PSYCH,336,3.037106918238994,318,300.0,False,7.861635220125786,False,37.42138364779874
1531,PSYCH 337,Hormones and Behavior,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,337,3.425185185185185,405,300.0,False,1.9753086419753085,False,53.827160493827165
1532,PSYCH 338,Primate Social Behavior I,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,338,3.22090395480226,177,300.0,False,3.954802259887006,False,41.80790960451977
1533,PSYCH 341,Advanced Laboratory in Cognitive Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,341,3.7567567567567566,111,300.0,False,0.0,False,78.37837837837837
1534,PSYCH 345,Introduction to Human Neuropsychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,345,3.547019867549669,453,300.0,False,2.6490066225165565,False,67.77041942604856
1535,PSYCH 346,Learning and Memory,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,346,4.0,30,300.0,False,0.0,True,100.0
1536,PSYCH 347,Perception,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,347,3.5385892116182567,241,300.0,False,1.2448132780082988,False,60.58091286307054
1537,PSYCH 349,Talking Minds,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,349,3.7028901734104047,173,300.0,False,1.1560693641618496,False,76.878612716763
1538,PSYCH 351,Advanced Laboratory in Developmental Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,351,3.5924623115577896,199,300.0,False,0.5025125628140703,False,66.83417085427136
1539,PSYCH 352,Development of Language and Thought,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,352,3.5391891891891896,74,300.0,False,1.3513513513513513,False,63.51351351351351
1540,PSYCH 353,Social Development,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,353,3.5379396984924614,398,300.0,False,2.261306532663317,False,65.57788944723619
1541,PSYCH 355,Cognitive Development,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,355,3.6655339805825244,206,300.0,False,1.9417475728155338,False,76.2135922330097
1542,PSYCH 356,Educational Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,356,3.7920731707317072,328,300.0,False,0.3048780487804878,False,85.97560975609755
1543,PSYCH 358,Psychology of Adolescence,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,358,3.263924050632911,316,300.0,False,2.2151898734177213,False,41.77215189873418
1544,PSYCH 360,Behavior and Environment,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,360,3.3023809523809526,42,300.0,False,0.0,False,40.476190476190474
1545,PSYCH 362,The Psychology of Environmental Stewardship,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,362,3.221621621621621,37,300.0,False,0.0,False,40.54054054054054
1546,PSYCH 371,Advanced Laboratory in Psychopathology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,371,3.56875,32,300.0,False,3.125,False,65.625
1547,PSYCH 372,Clinical Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,372,3.176842105263158,95,300.0,False,6.315789473684211,False,46.31578947368421
1548,PSYCH 373,Child and Adolescent Psychopathology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,373,3.609345794392523,107,300.0,False,0.0,False,68.22429906542055
1549,PSYCH 380,Topics in Social Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,380,3.5116504854368933,103,300.0,False,2.912621359223301,False,68.93203883495146
1550,PSYCH 381,Advanced Laboratory in Social Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,381,3.7736842105263153,38,300.0,False,2.631578947368421,False,81.57894736842105
1551,PSYCH 384,,"Literature, Science & the Arts",LSA,,PSYCH,384,3.523529411764706,51,300.0,False,1.9607843137254901,False,60.78431372549019
1552,PSYCH 385,Sex and Survival,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,385,3.497916666666667,48,300.0,False,4.166666666666666,False,64.58333333333334
1553,PSYCH 388,Negotiation,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,388,3.652777777777778,108,300.0,False,0.0,False,74.07407407407408
1554,PSYCH 389,Psychology and Law,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,389,3.323308270676691,133,300.0,False,3.007518796992481,False,53.383458646616546
1555,PSYCH 393,Political Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,393,3.372164948453608,97,300.0,False,3.0927835051546393,False,53.608247422680414
1556,PSYCH 394,"Sex, Sexuality, and Public Policy","Literature, Science & the Arts",LSA,Psychology Department,PSYCH,394,3.6761904761904756,42,300.0,False,0.0,False,76.19047619047619
1557,PSYCH 395,Organizational Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,395,3.8371428571428567,70,300.0,False,0.0,False,88.57142857142857
1558,PSYCH 401,Special Problems in Psychology as a Social Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,401,3.7481361426256075,617,400.0,False,1.4586709886547813,False,83.14424635332253
1559,PSYCH 402,Special Problems,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,402,3.7390909090909092,110,400.0,False,0.0,False,78.18181818181819
1560,PSYCH 414,Sexuality and Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,414,3.838926174496644,149,400.0,False,1.342281879194631,False,89.93288590604027
1561,PSYCH 418,Psychology and Spiritual Development,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,418,3.9151515151515146,99,400.0,False,0.0,True,96.96969696969697
1562,PSYCH 424,Senior Honors Research I for Psychology as a Natural Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,424,3.9785123966942146,121,400.0,False,0.8264462809917356,False,99.17355371900827
1563,PSYCH 426,Senior Honors Research II for Psychology as a Natural Science,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,426,3.975,116,400.0,False,0.0,True,99.13793103448276
1564,PSYCH 430,Advanced Topics in Biopsychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,430,3.5337837837837838,148,400.0,False,2.7027027027027026,False,66.8918918918919
1565,PSYCH 447,Current Topics in Cognition and Cognitive Neuroscience,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,447,3.5772151898734186,237,400.0,False,2.5316455696202533,False,69.62025316455697
1566,PSYCH 449,Decision Processes,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,449,3.6966101694915254,59,400.0,False,0.0,False,72.88135593220339
1567,PSYCH 456,Human Infancy,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,456,3.787096774193548,31,400.0,False,0.0,False,80.64516129032258
1568,PSYCH 457,Current Topics in Developmental Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,457,3.7681818181818185,242,400.0,False,1.2396694214876034,False,83.05785123966942
1569,PSYCH 467,Current Topics in Organizational Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,467,3.9100000000000006,30,400.0,False,0.0,True,100.0
1570,PSYCH 474,Introduction to Behavior Therapy,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,474,3.870422535211268,71,400.0,False,0.0,False,88.73239436619718
1571,PSYCH 476,,"Literature, Science & the Arts",LSA,,PSYCH,476,3.9379032258064517,124,400.0,False,0.0,True,98.38709677419355
1572,PSYCH 477,Current Topics in Clinical Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,477,3.6058441558441556,308,400.0,False,2.5974025974025974,False,75.0
1573,PSYCH 487,Current Topics in Social Psychology,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,487,3.6761565836298926,562,400.0,False,1.9572953736654803,False,75.62277580071174
1574,PSYCH 531,Topics Biopsych,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,531,3.7342105263157888,38,500.0,False,0.0,False,81.57894736842105
1575,PSYCH 613,"Advanced Statistical Methods, I","Literature, Science & the Arts",LSA,Psychology Department,PSYCH,613,3.8079136690647477,139,600.0,False,0.0,False,80.57553956834532
